Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Sample 1,Coverage (%) Sample 2,Coverage (%) Sample 3,Coverage (%) Sample 4,Coverage (%) Sample 5,Coverage (%) Sample 6,Coverage (%) Sample 7,Coverage (%) Sample 8,Coverage (%) Sample 9,Coverage (%) Sample 10,Coverage (%) Sample 11,Coverage (%) Sample 12,Coverage (%) Sample 13,Coverage (%) Sample 14,Area Sample 1,Area Sample 2,Area Sample 3,Area Sample 4,Area Sample 5,Area Sample 6,Area Sample 7,Area Sample 8,Area Sample 9,Area Sample 10,Area Sample 11,Area Sample 12,Area Sample 13,Area Sample 14,#Peptides,#Unique,#Spec Sample 1,#Spec Sample 2,#Spec Sample 3,#Spec Sample 4,#Spec Sample 5,#Spec Sample 6,#Spec Sample 7,#Spec Sample 8,#Spec Sample 9,#Spec Sample 10,#Spec Sample 11,#Spec Sample 12,#Spec Sample 13,#Spec Sample 14,PTM,Avg. Mass,Description
2631,228323,tr|K9CZX4|K9CZX4_SPHYA,81.92,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,,,,,,,,,,,2.8042E2,,,2,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,37282,OmpA-like domain-containing protein OS=Sphingobium yanoikuyae ATCC 51230 OX=883163 GN=HMPREF9718_00770 PE=4 SV=1
2631,228324,tr|A0A4P7QN69|A0A4P7QN69_9SPHN,81.92,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,,,,,,,,,,,2.8042E2,,,2,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,37282,OmpA family protein OS=Sphingobium sp. PAMC28499 OX=2565554 GN=E5554_11205 PE=4 SV=1
2631,228325,tr|A0A177JPQ3|A0A177JPQ3_SPHYA,81.92,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,,,,,,,,,,,2.8042E2,,,2,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,37310,Flagellar motor protein MotB OS=Sphingobium yanoikuyae OX=13690 GN=A6768_14210 PE=4 SV=1
2631,228797,tr|A0A6P1GHC7|A0A6P1GHC7_SPHYA,81.92,7,0,0,0,0,0,0,0,0,0,0,0,7,0,0,,,,,,,,,,,,2.8042E2,,,2,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,37303,Outer membrane beta-barrel protein OS=Sphingobium yanoikuyae OX=13690 GN=GS397_12940 PE=4 SV=1
2631,229054,tr|A0A085JYS4|A0A085JYS4_SPHYA,81.92,20,0,0,0,0,0,0,0,0,0,0,0,20,0,0,,,,,,,,,,,,2.8042E2,,,2,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,,13344,Flagellar motor protein MotB (Fragment) OS=Sphingobium yanoikuyae OX=13690 GN=IH86_24760 PE=4 SV=1
1604,233326,tr|M9M9K8|M9M9K8_GLUTH,81.71,22,0,22,21,22,0,0,0,0,0,0,0,0,0,0,,2.5864E3,0,5.1931E3,,,,,,,,,,,2,2,0,5,1,14,0,0,0,0,0,0,0,0,0,0,Deamidation (NQ),10278,30S ribosomal protein S19 OS=Gluconobacter thailandicus NBRC 3255 OX=1291534 GN=rpsS PE=3 SV=1
1604,233537,tr|A0A318QW11|A0A318QW11_9PROT,81.71,22,0,22,21,22,0,0,0,0,0,0,0,0,0,0,,2.5864E3,0,5.1931E3,,,,,,,,,,,2,2,0,5,1,14,0,0,0,0,0,0,0,0,0,0,Deamidation (NQ),10287,30S ribosomal protein S19 OS=Komagataeibacter oboediens OX=65958 GN=rpsS PE=3 SV=1
1604,233538,tr|A0A181CCF1|A0A181CCF1_9PROT,81.71,22,0,22,21,22,0,0,0,0,0,0,0,0,0,0,,2.5864E3,0,5.1931E3,,,,,,,,,,,2,2,0,5,1,14,0,0,0,0,0,0,0,0,0,0,Deamidation (NQ),10287,30S ribosomal protein S19 OS=Komagataeibacter rhaeticus OX=215221 GN=rpsS PE=3 SV=1
1604,233539,tr|W5YB94|W5YB94_KOMXY,81.71,22,0,22,21,22,0,0,0,0,0,0,0,0,0,0,,2.5864E3,0,5.1931E3,,,,,,,,,,,2,2,0,5,1,14,0,0,0,0,0,0,0,0,0,0,Deamidation (NQ),10287,30S ribosomal protein S19 OS=Komagataeibacter xylinus E25 OX=1296990 GN=rpsS PE=3 SV=1
1604,234918,tr|A0A5M6IWH9|A0A5M6IWH9_9PROT,81.71,22,0,22,21,22,0,0,0,0,0,0,0,0,0,0,,2.5864E3,0,5.1931E3,,,,,,,,,,,2,2,0,5,1,14,0,0,0,0,0,0,0,0,0,0,Deamidation (NQ),10349,30S ribosomal protein S19 OS=Rhodovastum atsumiense OX=504468 GN=rpsS PE=3 SV=1
1604,238327,tr|A0A6N8DSX5|A0A6N8DSX5_RHOAC,81.71,22,0,22,21,22,0,0,0,0,0,0,0,0,0,0,,2.5864E3,0,5.1931E3,,,,,,,,,,,2,2,0,5,1,14,0,0,0,0,0,0,0,0,0,0,Deamidation (NQ),10372,30S ribosomal protein S19 OS=Rhodoblastus acidophilus OX=1074 GN=rpsS PE=3 SV=1
1604,240182,tr|A0A0M6YKP4|A0A0M6YKP4_9RHOB,81.71,22,0,22,20,22,0,0,0,0,0,0,0,0,0,0,,2.5864E3,0,5.1931E3,,,,,,,,,,,2,2,0,5,1,14,0,0,0,0,0,0,0,0,0,0,Deamidation (NQ),10617,30S ribosomal protein S19 OS=Jannaschia donghaensis OX=420998 GN=rpsS PE=3 SV=1
1604,241410,tr|A0A1N7MP93|A0A1N7MP93_9RHOB,81.71,22,0,22,21,22,0,0,0,0,0,0,0,0,0,0,,2.5864E3,0,5.1931E3,,,,,,,,,,,2,2,0,5,1,14,0,0,0,0,0,0,0,0,0,0,Deamidation (NQ),10503,30S ribosomal protein S19 OS=Gemmobacter megaterium OX=1086013 GN=rpsS PE=3 SV=1
1604,246142,tr|A0A4V3ESJ8|A0A4V3ESJ8_9RHOB,81.71,22,0,22,21,22,0,0,0,0,0,0,0,0,0,0,,2.5864E3,0,5.1931E3,,,,,,,,,,,2,2,0,5,1,14,0,0,0,0,0,0,0,0,0,0,Deamidation (NQ),10488,30S ribosomal protein S19 OS=Thioclava sp. ES.032 OX=1798206 GN=rpsS PE=3 SV=1
1604,246143,tr|A0A1T2BAZ0|A0A1T2BAZ0_9RHOB,81.71,22,0,22,21,22,0,0,0,0,0,0,0,0,0,0,,2.5864E3,0,5.1931E3,,,,,,,,,,,2,2,0,5,1,14,0,0,0,0,0,0,0,0,0,0,Deamidation (NQ),10488,30S ribosomal protein S19 OS=Thioclava sp. DLFJ5-1 OX=1915314 GN=rpsS PE=3 SV=1
1604,248216,tr|A0A2S6NGX4|A0A2S6NGX4_9RHIZ,81.71,22,0,22,21,22,0,0,0,0,0,0,0,0,0,0,,2.5864E3,0,5.1931E3,,,,,,,,,,,2,2,0,5,1,14,0,0,0,0,0,0,0,0,0,0,Deamidation (NQ),10315,30S ribosomal protein S19 OS=Rhodoblastus sphagnicola OX=333368 GN=rpsS PE=3 SV=1
1604,248223,tr|A0A074TKP4|A0A074TKP4_9RHOB,81.71,22,0,22,21,22,0,0,0,0,0,0,0,0,0,0,,2.5864E3,0,5.1931E3,,,,,,,,,,,2,2,0,5,1,14,0,0,0,0,0,0,0,0,0,0,Deamidation (NQ),10488,30S ribosomal protein S19 OS=Thioclava dalianensis OX=1185766 GN=rpsS PE=3 SV=1
1604,248240,tr|A0A348MQS6|A0A348MQS6_9RHOB,81.71,22,0,22,20,22,0,0,0,0,0,0,0,0,0,0,,2.5864E3,0,5.1931E3,,,,,,,,,,,2,2,0,5,1,14,0,0,0,0,0,0,0,0,0,0,Deamidation (NQ),10526,30S ribosomal protein S19 OS=Rhodobacter sp. OX=1062 GN=rpsS PE=3 SV=1
1604,249341,tr|A0A4P7Z9U4|A0A4P7Z9U4_9PROT,81.71,22,0,22,21,22,0,0,0,0,0,0,0,0,0,0,,2.5864E3,0,5.1931E3,,,,,,,,,,,2,2,0,5,1,14,0,0,0,0,0,0,0,0,0,0,Deamidation (NQ),10493,30S ribosomal protein S19 OS=Azospirillum sp. TSA2s OX=709810 GN=rpsS PE=3 SV=1
1604,249581,tr|A0A0P1EWF0|A0A0P1EWF0_9RHOB,81.71,22,0,22,20,22,0,0,0,0,0,0,0,0,0,0,,2.5864E3,0,5.1931E3,,,,,,,,,,,2,2,0,5,1,14,0,0,0,0,0,0,0,0,0,0,Deamidation (NQ),10658,30S ribosomal protein S19 OS=Thalassobacter stenotrophicus OX=266809 GN=rpsS PE=3 SV=1
1604,251166,tr|A0A1B3NF14|A0A1B3NF14_9BRAD,81.71,22,0,22,21,22,0,0,0,0,0,0,0,0,0,0,,2.5864E3,0,5.1931E3,,,,,,,,,,,2,2,0,5,1,14,0,0,0,0,0,0,0,0,0,0,Deamidation (NQ),10380,30S ribosomal protein S19 OS=Bosea sp. RAC05 OX=1842539 GN=rpsS PE=3 SV=1
1604,252627,tr|A0A318X6Q0|A0A318X6Q0_9BRAD,81.71,22,0,22,21,22,0,0,0,0,0,0,0,0,0,0,,2.5864E3,0,5.1931E3,,,,,,,,,,,2,2,0,5,1,14,0,0,0,0,0,0,0,0,0,0,Deamidation (NQ),10356,30S ribosomal protein S19 OS=Bosea sp. CF476 OX=2135474 GN=rpsS PE=3 SV=1
1604,255349,tr|A0A2H5EYT0|A0A2H5EYT0_9RHOB,81.71,22,0,22,21,22,0,0,0,0,0,0,0,0,0,0,,2.5864E3,0,5.1931E3,,,,,,,,,,,2,2,0,5,1,14,0,0,0,0,0,0,0,0,0,0,Deamidation (NQ),10486,30S ribosomal protein S19 OS=Paracoccus zhejiangensis OX=1077935 GN=rpsS PE=3 SV=1
1604,255350,tr|A0A0M7B8A4|A0A0M7B8A4_9RHOB,81.71,22,0,22,21,22,0,0,0,0,0,0,0,0,0,0,,2.5864E3,0,5.1931E3,,,,,,,,,,,2,2,0,5,1,14,0,0,0,0,0,0,0,0,0,0,Deamidation (NQ),10531,30S ribosomal protein S19 OS=Jannaschia seosinensis OX=313367 GN=rpsS PE=3 SV=1
1604,255351,tr|A0A085F7S6|A0A085F7S6_9BRAD,81.71,22,0,22,21,22,0,0,0,0,0,0,0,0,0,0,,2.5864E3,0,5.1931E3,,,,,,,,,,,2,2,0,5,1,14,0,0,0,0,0,0,0,0,0,0,Deamidation (NQ),10380,30S ribosomal protein S19 OS=Bosea sp. LC85 OX=1502851 GN=rpsS PE=3 SV=1
1604,255352,tr|A0A5E7ZIW1|A0A5E7ZIW1_9RHOB,81.71,22,0,22,21,22,0,0,0,0,0,0,0,0,0,0,,2.5864E3,0,5.1931E3,,,,,,,,,,,2,2,0,5,1,14,0,0,0,0,0,0,0,0,0,0,Deamidation (NQ),10472,30S ribosomal protein S19 OS=Roseovarius sp. EC-HK134 OX=2038394 GN=rpsS PE=3 SV=1
1604,255353,tr|A0A1H2S568|A0A1H2S568_9RHOB,81.71,22,0,22,21,22,0,0,0,0,0,0,0,0,0,0,,2.5864E3,0,5.1931E3,,,,,,,,,,,2,2,0,5,1,14,0,0,0,0,0,0,0,0,0,0,Deamidation (NQ),10507,30S ribosomal protein S19 OS=Sulfitobacter pontiacus OX=60137 GN=rpsS PE=3 SV=1
1604,255354,tr|A0A497ZGQ9|A0A497ZGQ9_9RHOB,81.71,22,0,22,21,22,0,0,0,0,0,0,0,0,0,0,,2.5864E3,0,5.1931E3,,,,,,,,,,,2,2,0,5,1,14,0,0,0,0,0,0,0,0,0,0,Deamidation (NQ),10488,30S ribosomal protein S19 OS=Ruegeria conchae OX=981384 GN=rpsS PE=3 SV=1
1604,255355,tr|A0A369TMV7|A0A369TMV7_9RHOB,81.71,22,0,22,21,22,0,0,0,0,0,0,0,0,0,0,,2.5864E3,0,5.1931E3,,,,,,,,,,,2,2,0,5,1,14,0,0,0,0,0,0,0,0,0,0,Deamidation (NQ),10488,30S ribosomal protein S19 OS=Thalassococcus profundi OX=2282382 GN=rpsS PE=3 SV=1
1604,255356,tr|A0A420DQE6|A0A420DQE6_9RHOB,81.71,22,0,22,21,22,0,0,0,0,0,0,0,0,0,0,,2.5864E3,0,5.1931E3,,,,,,,,,,,2,2,0,5,1,14,0,0,0,0,0,0,0,0,0,0,Deamidation (NQ),10507,30S ribosomal protein S19 OS=Sulfitobacter guttiformis OX=74349 GN=rpsS PE=3 SV=1
1604,255357,tr|A0A5P9HX14|A0A5P9HX14_9RHOB,81.71,22,0,22,21,22,0,0,0,0,0,0,0,0,0,0,,2.5864E3,0,5.1931E3,,,,,,,,,,,2,2,0,5,1,14,0,0,0,0,0,0,0,0,0,0,Deamidation (NQ),10488,30S ribosomal protein S19 OS=Roseovarius sp. THAF9 OX=2587847 GN=rpsS PE=3 SV=1
1604,255358,tr|A0A1I1P311|A0A1I1P311_9BRAD,81.71,22,0,22,21,22,0,0,0,0,0,0,0,0,0,0,,2.5864E3,0,5.1931E3,,,,,,,,,,,2,2,0,5,1,14,0,0,0,0,0,0,0,0,0,0,Deamidation (NQ),10386,30S ribosomal protein S19 OS=Bosea sp. DSM 18164 OX=1881058 GN=rpsS PE=3 SV=1
1604,255359,tr|A0A1I3RWB9|A0A1I3RWB9_9RHOB,81.71,22,0,22,21,22,0,0,0,0,0,0,0,0,0,0,,2.5864E3,0,5.1931E3,,,,,,,,,,,2,2,0,5,1,14,0,0,0,0,0,0,0,0,0,0,Deamidation (NQ),10474,30S ribosomal protein S19 OS=Jannaschia pohangensis OX=390807 GN=rpsS PE=3 SV=1
1604,255360,tr|A0A1M7TLD9|A0A1M7TLD9_9RHOB,81.71,22,0,22,21,22,0,0,0,0,0,0,0,0,0,0,,2.5864E3,0,5.1931E3,,,,,,,,,,,2,2,0,5,1,14,0,0,0,0,0,0,0,0,0,0,Deamidation (NQ),10573,30S ribosomal protein S19 OS=Oceanicella actignis OX=1189325 GN=rpsS PE=3 SV=1
1604,255361,tr|A0A1H0IR06|A0A1H0IR06_9RHOB,81.71,22,0,22,21,22,0,0,0,0,0,0,0,0,0,0,,2.5864E3,0,5.1931E3,,,,,,,,,,,2,2,0,5,1,14,0,0,0,0,0,0,0,0,0,0,Deamidation (NQ),10507,30S ribosomal protein S19 OS=Sulfitobacter litoralis OX=335975 GN=rpsS PE=3 SV=1
3125,230069,tr|K9VYZ7|K9VYZ7_9CYAN,81.61,24,0,0,10,0,0,0,0,0,13,0,10,0,0,0,,,5.0902E2,,,,,,7.3615E2,,1.4972E2,,,,2,2,0,0,1,0,0,0,0,0,2,0,1,0,0,0,Oxidation (M),13501,50S ribosomal protein L22 OS=Crinalium epipsammum PCC 9333 OX=1173022 GN=rplV PE=3 SV=1
3175,226278,tr|A0A2T1DQN4|A0A2T1DQN4_9CYAN,81.55,13,0,0,0,0,0,0,0,0,13,6,0,0,0,0,,,,,,,,,1.6712E3,4.1877E2,,,,,2,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,Oxidation (M),22978,Uncharacterized protein OS=filamentous cyanobacterium Phorm 46 OX=2107705 GN=C7B69_15395 PE=4 SV=1
2748,223441,tr|A0A1S1ZW43|A0A1S1ZW43_9CYAN,81.38,12,0,5,5,0,0,0,0,0,5,0,12,0,0,0,,5.5978E2,5.8103E2,,,,,,2.626E3,,2.8952E3,,,,2,2,0,1,1,0,0,0,0,0,1,0,4,0,0,0,,23287,Ribosome hibernation promoting factor OS=Cylindrospermopsis raciborskii MVCC14 OX=940191 GN=hpf PE=3 SV=1
2748,223442,tr|A0A7H0F241|A0A7H0F241_9CYAN,81.38,12,0,5,5,0,0,0,0,0,5,0,12,0,0,0,,5.5978E2,5.8103E2,,,,,,2.626E3,,2.8952E3,,,,2,2,0,1,1,0,0,0,0,0,1,0,4,0,0,0,,23296,Ribosome hibernation promoting factor OS=Cylindrospermopsis curvispora GIHE-G1 OX=2666332 GN=raiA PE=3 SV=1
2748,224223,tr|D4TD46|D4TD46_9CYAN,81.38,12,0,5,5,0,0,0,0,0,5,0,12,0,0,0,,5.5978E2,5.8103E2,,,,,,2.626E3,,2.8952E3,,,,2,2,0,1,1,0,0,0,0,0,1,0,4,0,0,0,,23368,Ribosome hibernation promoting factor OS=Cylindrospermopsis raciborskii CS-505 OX=533240 GN=hpf PE=3 SV=1
2748,224224,tr|A0A1Z4VAZ6|A0A1Z4VAZ6_9CYAN,81.38,12,0,5,5,0,0,0,0,0,5,0,12,0,0,0,,5.5978E2,5.8103E2,,,,,,2.626E3,,2.8952E3,,,,2,2,0,1,1,0,0,0,0,0,1,0,4,0,0,0,,23438,Ribosome hibernation promoting factor OS=Raphidiopsis curvata NIES-932 OX=1973482 GN=hpf PE=3 SV=1
2748,224225,tr|A0A3F3KJ58|A0A3F3KJ58_9CYAN,81.38,12,0,5,5,0,0,0,0,0,5,0,12,0,0,0,,5.5978E2,5.8103E2,,,,,,2.626E3,,2.8952E3,,,,2,2,0,1,1,0,0,0,0,0,1,0,4,0,0,0,,23368,Ribosome hibernation promoting factor OS=Cylindrospermopsis raciborskii S05 OX=2014879 GN=raiA PE=3 SV=1
2748,224226,tr|A0A0R0MB95|A0A0R0MB95_9CYAN,81.38,12,0,5,5,0,0,0,0,0,5,0,12,0,0,0,,5.5978E2,5.8103E2,,,,,,2.626E3,,2.8952E3,,,,2,2,0,1,1,0,0,0,0,0,1,0,4,0,0,0,,23368,Ribosome hibernation promoting factor OS=Cylindrospermopsis sp. CR12 OX=1747196 GN=hpf PE=3 SV=1
2001,229603,tr|A0A0G2HN27|A0A0G2HN27_9SYNE,81.37,12,0,0,0,0,0,0,0,7,12,0,12,7,0,0,,,,,,,,4.3983E3,6.0495E4,,7.9386E4,2.682E3,,,2,2,0,0,0,0,0,0,0,2,5,0,5,2,0,0,Deamidation (NQ),17423,Allophycocyanin OS=Candidatus Synechococcus spongiarum SP3 OX=1604020 GN=TE42_00285 PE=3 SV=1
3043,218118,tr|A0A355DHT5|A0A355DHT5_9CYAN,81.25,4,0,0,0,1,0,0,0,0,0,0,3,0,0,0,,,,,,,,,,,1.8935E3,,,,3,2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,Deamidation (NQ),117615,Uncharacterized protein OS=Cyanobacteria bacterium UBA11162 OX=2055781 GN=DD379_00155 PE=4 SV=1
3043,218928,tr|A0A350YBM7|A0A350YBM7_9CYAN,81.25,4,0,0,0,1,0,0,0,0,0,0,3,0,0,0,,,,,,,,,,,1.8935E3,,,,3,2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,Deamidation (NQ),117674,Uncharacterized protein OS=Cyanobacteria bacterium UBA11370 OX=2055769 GN=DCY91_22455 PE=4 SV=1
2477,221581,tr|A0A2T1DYR8|A0A2T1DYR8_9CYAN,80.93,4,0,0,0,0,0,0,0,0,4,2,0,0,0,0,,,,,,,,,3.8506E3,1.8031E2,,,,,2,2,0,0,0,0,0,0,0,0,6,3,0,0,0,0,,59363,Carbon dioxide concentrating mechanism protein CcmM OS=filamentous cyanobacterium Phorm 46 OX=2107705 GN=C7B69_12345 PE=3 SV=1
2477,221582,tr|A0A2T1G5I5|A0A2T1G5I5_9CYAN,80.93,4,0,0,0,0,0,0,0,0,4,2,0,0,0,0,,,,,,,,,3.8506E3,1.8031E2,,,,,2,2,0,0,0,0,0,0,0,0,6,3,0,0,0,0,,59363,Carbon dioxide concentrating mechanism protein CcmM OS=filamentous cyanobacterium Phorm 6 OX=2107706 GN=C7B67_07070 PE=3 SV=1
3012,242451,tr|A0A2T1CXQ4|A0A2T1CXQ4_9CYAN,80.93,15,0,0,0,0,0,0,0,0,9,0,15,0,0,0,,,,,,,,,4.5889E2,,2.5739E3,,,,2,2,0,0,0,0,0,0,0,0,2,0,3,0,0,0,,17610,Organic solvent tolerance protein OstA OS=filamentous cyanobacterium CCP2 OX=2107700 GN=C7B76_21675 PE=4 SV=1
3012,242452,tr|A0A3M9ZEJ2|A0A3M9ZEJ2_9CYAN,80.93,14,0,0,0,0,0,0,0,0,8,0,14,0,0,0,,,,,,,,,4.5889E2,,2.5739E3,,,,2,2,0,0,0,0,0,0,0,0,2,0,3,0,0,0,,18014,Organic solvent tolerance protein OstA OS=Leptolyngbya sp. IPPAS B-1204 OX=2483801 GN=EDM05_03785 PE=4 SV=1
3094,225565,tr|A0A525J109|A0A525J109_BRASZ,80.81,7,0,4,3,0,0,0,0,0,0,0,0,0,0,0,,5.1895E2,5.4424E2,,,,,,,,,,,,2,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,,45546,Sorbosone dehydrogenase family protein OS=Bradyrhizobium sp. OX=376 GN=E8A46_07225 PE=4 SV=1
3094,227490,tr|A0A0D7QH23|A0A0D7QH23_9BRAD,80.81,7,0,4,3,0,0,0,0,0,0,0,0,0,0,0,,5.1895E2,5.4424E2,,,,,,,,,,,,2,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,,46560,Sorbosone dehydrogenase OS=Bradyrhizobium sp. LTSPM299 OX=1619233 GN=UP10_06175 PE=4 SV=1
3094,227491,tr|A0A0D7P0W6|A0A0D7P0W6_9BRAD,80.81,7,0,4,3,0,0,0,0,0,0,0,0,0,0,0,,5.1895E2,5.4424E2,,,,,,,,,,,,2,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,,46546,Sorbosone dehydrogenase OS=Bradyrhizobium sp. LTSP885 OX=1619232 GN=UP09_16225 PE=4 SV=1
3094,227798,tr|A0A6G6Z299|A0A6G6Z299_9BRAD,80.81,7,0,4,3,0,0,0,0,0,0,0,0,0,0,0,,5.1895E2,5.4424E2,,,,,,,,,,,,2,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,,46599,Sorbosone dehydrogenase family protein OS=Bradyrhizobium sp. 6(2017) OX=1197460 GN=G6P99_30270 PE=4 SV=1
2405,223113,tr|A0A0X8WR22|A0A0X8WR22_9CYAN,80.77,6,0,0,0,0,0,0,0,3,6,0,6,3,0,0,,,,,,,,0,1.4635E4,,2.8441E4,1.2844E2,,,2,2,0,0,0,0,0,0,0,3,3,0,2,2,0,0,Oxidation (M),38774,General L-amino acid-binding periplasmic protein AapJ OS=Leptolyngbya sp. O-77 OX=1080068 GN=aapJ PE=3 SV=1
3366,242341,tr|A0A6N9RCY7|A0A6N9RCY7_9BURK,80.76,19,0,0,0,0,0,0,0,0,0,0,19,0,0,0,,,,,,,,,,,5.2365E3,,,,2,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,14124,Uncharacterized protein OS=Polaromonas sp. OX=1869339 GN=GZ092_04230 PE=4 SV=1
3315,223802,tr|A0A257YZA0|A0A257YZA0_9RHOB,80.67,15,0,0,0,0,0,0,0,0,0,0,15,0,0,0,,,,,,,,,,,2.5052E3,,,,3,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,30678,Sugar ABC transporter (Fragment) OS=Rhodobacterales bacterium 12-65-15 OX=1970555 GN=B7Z31_13220 PE=4 SV=1
3315,223803,tr|A0A259DJA2|A0A259DJA2_9RHOB,80.67,14,0,0,0,0,0,0,0,0,0,0,14,0,0,0,,,,,,,,,,,2.5052E3,,,,3,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,34232,Sugar ABC transporter OS=Rhodobacterales bacterium 17-64-5 OX=1970556 GN=B7Y02_05230 PE=4 SV=1
3315,223804,tr|A0A258EZT4|A0A258EZT4_9RHOB,80.67,14,0,0,0,0,0,0,0,0,0,0,14,0,0,0,,,,,,,,,,,2.5052E3,,,,3,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,34230,Sugar ABC transporter OS=Rhodobacterales bacterium 32-66-7 OX=1970558 GN=B7Z10_06000 PE=4 SV=1
3315,224062,tr|A0A258EG29|A0A258EG29_9RHOB,80.67,14,0,0,0,0,0,0,0,0,0,0,14,0,0,0,,,,,,,,,,,2.5052E3,,,,3,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,34107,Sugar ABC transporter OS=Rhodobacterales bacterium 32-66-9 OX=1970559 GN=B7Z04_11180 PE=4 SV=1
2938,225239,tr|A0A127JNJ6|A0A127JNJ6_9BURK,80.64,4,0,0,0,0,2,2,2,0,2,0,2,0,0,0,,,,,1.4912E3,4.0221E3,1.4522E3,,2.4933E3,,6.6393E3,,,,2,2,0,0,0,0,1,1,1,0,1,0,1,0,0,0,,53259,Uncharacterized protein OS=Ramlibacter tataouinensis OX=94132 GN=UC35_00140 PE=4 SV=1
2520,231676,tr|A0A1D9G493|A0A1D9G493_9CYAN,80.17,11,0,0,0,0,0,0,0,0,11,0,11,0,0,0,,,,,,,,,1.2952E3,,4.6684E3,,,,2,2,0,0,0,0,0,0,0,0,4,0,5,0,0,0,,22553,Glutathione S-transferase OS=Moorea producens JHB OX=1454205 GN=BJP36_22890 PE=3 SV=1
2520,231677,tr|A0A1D8TWI7|A0A1D8TWI7_9CYAN,80.17,11,0,0,0,0,0,0,0,0,11,0,11,0,0,0,,,,,,,,,1.2952E3,,4.6684E3,,,,2,2,0,0,0,0,0,0,0,0,4,0,5,0,0,0,,22594,Glutathione S-transferase OS=Moorea producens PAL-8-15-08-1 OX=1458985 GN=BJP34_23620 PE=3 SV=1
2520,233808,tr|A0A6P0LF96|A0A6P0LF96_9CYAN,80.17,11,0,0,0,0,0,0,0,0,11,0,11,0,0,0,,,,,,,,,1.2952E3,,4.6684E3,,,,2,2,0,0,0,0,0,0,0,0,4,0,5,0,0,0,,22672,Glutathione S-transferase family protein OS=Moorea sp. SIO3H5 OX=2607834 GN=F6K52_25600 PE=3 SV=1
2520,242746,tr|A0A6B3MM63|A0A6B3MM63_9CYAN,80.17,11,0,0,0,0,0,0,0,0,11,0,11,0,0,0,,,,,,,,,1.2952E3,,4.6684E3,,,,2,2,0,0,0,0,0,0,0,0,4,0,5,0,0,0,,22669,Glutathione S-transferase family protein OS=Moorea sp. SIO4A1 OX=2607835 GN=F6K53_02720 PE=3 SV=1
2520,242747,tr|A0A6P0J6H8|A0A6P0J6H8_9CYAN,80.17,11,0,0,0,0,0,0,0,0,11,0,11,0,0,0,,,,,,,,,1.2952E3,,4.6684E3,,,,2,2,0,0,0,0,0,0,0,0,4,0,5,0,0,0,,22669,Glutathione S-transferase family protein OS=Moorea sp. SIO4A5 OX=2607838 GN=F6K57_06420 PE=3 SV=1
2520,242748,tr|A0A6M0B664|A0A6M0B664_9CYAN,80.17,11,0,0,0,0,0,0,0,0,11,0,11,0,0,0,,,,,,,,,1.2952E3,,4.6684E3,,,,2,2,0,0,0,0,0,0,0,0,4,0,5,0,0,0,,22669,Glutathione S-transferase family protein OS=Moorea sp. SIO3I6 OX=2607831 GN=F6K49_24880 PE=3 SV=1
3187,255337,tr|A0A5J4KAQ2|A0A5J4KAQ2_9CHLR,80.13,10,0,7,10,0,0,0,0,0,0,0,0,0,0,0,,1.2667E3,2.8317E2,,,,,,,,,,,,2,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,,22230,FHA domain-containing protein OS=Thermogemmatispora aurantia OX=2045279 GN=KTAU_33590 PE=4 SV=1
3187,255339,tr|A0A328VLU4|A0A328VLU4_9CHLR,80.13,10,0,7,10,0,0,0,0,0,0,0,0,0,0,0,,1.2667E3,2.8317E2,,,,,,,,,,,,2,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,,22682,FHA domain-containing protein OS=Thermogemmatispora tikiterensis OX=1825093 GN=A4R35_14655 PE=4 SV=1
3187,255340,tr|A0A455T2G7|A0A455T2G7_9CHLR,80.13,10,0,7,10,0,0,0,0,0,0,0,0,0,0,0,,1.2667E3,2.8317E2,,,,,,,,,,,,2,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0,,22681,Forkhead-associated protein OS=Thermogemmatispora argillosa OX=2045280 GN=KTA_22290 PE=4 SV=1
