"","Protein.Group","Accession","Description","probe_name","n_spec","codes"
"12961",3221,"tr|A0A6G9SBG0|A0A6G9SBG0_9CYAN","Uncharacterized protein OS=Tolypothrix sp. PCC 7910 OX=2099387 GN=HCG51_07175 PE=4 SV=1","B3",0,2099387
"12962",3221,"tr|A0A6G9SBG0|A0A6G9SBG0_9CYAN","Uncharacterized protein OS=Tolypothrix sp. PCC 7910 OX=2099387 GN=HCG51_07175 PE=4 SV=1","B4",0,2099387
"12963",3221,"tr|A0A6G9SBG0|A0A6G9SBG0_9CYAN","Uncharacterized protein OS=Tolypothrix sp. PCC 7910 OX=2099387 GN=HCG51_07175 PE=4 SV=1","B5",0,2099387
"12964",3221,"tr|A0A6G9SBG0|A0A6G9SBG0_9CYAN","Uncharacterized protein OS=Tolypothrix sp. PCC 7910 OX=2099387 GN=HCG51_07175 PE=4 SV=1","B6",0,2099387
"12965",3221,"tr|A0A6G9SBG0|A0A6G9SBG0_9CYAN","Uncharacterized protein OS=Tolypothrix sp. PCC 7910 OX=2099387 GN=HCG51_07175 PE=4 SV=1","K1",0,2099387
"12966",3221,"tr|A0A6G9SBG0|A0A6G9SBG0_9CYAN","Uncharacterized protein OS=Tolypothrix sp. PCC 7910 OX=2099387 GN=HCG51_07175 PE=4 SV=1","K2",3,2099387
"12967",3221,"tr|A0A6G9SBG0|A0A6G9SBG0_9CYAN","Uncharacterized protein OS=Tolypothrix sp. PCC 7910 OX=2099387 GN=HCG51_07175 PE=4 SV=1","K3",0,2099387
"12968",3221,"tr|A0A6G9SBG0|A0A6G9SBG0_9CYAN","Uncharacterized protein OS=Tolypothrix sp. PCC 7910 OX=2099387 GN=HCG51_07175 PE=4 SV=1","K4",0,2099387
"12969",3221,"tr|A0A6G9SBG0|A0A6G9SBG0_9CYAN","Uncharacterized protein OS=Tolypothrix sp. PCC 7910 OX=2099387 GN=HCG51_07175 PE=4 SV=1","K5",0,2099387
"12970",2464,"tr|A0A357A6Y5|A0A357A6Y5_9CYAN","Carbon dioxide-concentrating protein CcmK OS=Cyanobacteria bacterium UBA11691 OX=2055778 GN=DD761_07525 PE=3 SV=1","B1",0,2055778
"12971",2464,"tr|A0A357A6Y5|A0A357A6Y5_9CYAN","Carbon dioxide-concentrating protein CcmK OS=Cyanobacteria bacterium UBA11691 OX=2055778 GN=DD761_07525 PE=3 SV=1","B2",0,2055778
"12972",2464,"tr|A0A357A6Y5|A0A357A6Y5_9CYAN","Carbon dioxide-concentrating protein CcmK OS=Cyanobacteria bacterium UBA11691 OX=2055778 GN=DD761_07525 PE=3 SV=1","B3",0,2055778
"12973",2464,"tr|A0A357A6Y5|A0A357A6Y5_9CYAN","Carbon dioxide-concentrating protein CcmK OS=Cyanobacteria bacterium UBA11691 OX=2055778 GN=DD761_07525 PE=3 SV=1","B4",0,2055778
"12974",2464,"tr|A0A357A6Y5|A0A357A6Y5_9CYAN","Carbon dioxide-concentrating protein CcmK OS=Cyanobacteria bacterium UBA11691 OX=2055778 GN=DD761_07525 PE=3 SV=1","B5",0,2055778
"12975",2464,"tr|A0A357A6Y5|A0A357A6Y5_9CYAN","Carbon dioxide-concentrating protein CcmK OS=Cyanobacteria bacterium UBA11691 OX=2055778 GN=DD761_07525 PE=3 SV=1","B6",0,2055778
"12976",2464,"tr|A0A357A6Y5|A0A357A6Y5_9CYAN","Carbon dioxide-concentrating protein CcmK OS=Cyanobacteria bacterium UBA11691 OX=2055778 GN=DD761_07525 PE=3 SV=1","K1",0,2055778
"12977",2464,"tr|A0A357A6Y5|A0A357A6Y5_9CYAN","Carbon dioxide-concentrating protein CcmK OS=Cyanobacteria bacterium UBA11691 OX=2055778 GN=DD761_07525 PE=3 SV=1","K2",2,2055778
"12978",2464,"tr|A0A357A6Y5|A0A357A6Y5_9CYAN","Carbon dioxide-concentrating protein CcmK OS=Cyanobacteria bacterium UBA11691 OX=2055778 GN=DD761_07525 PE=3 SV=1","K3",0,2055778
"12979",2464,"tr|A0A357A6Y5|A0A357A6Y5_9CYAN","Carbon dioxide-concentrating protein CcmK OS=Cyanobacteria bacterium UBA11691 OX=2055778 GN=DD761_07525 PE=3 SV=1","K4",6,2055778
"12980",2464,"tr|A0A357A6Y5|A0A357A6Y5_9CYAN","Carbon dioxide-concentrating protein CcmK OS=Cyanobacteria bacterium UBA11691 OX=2055778 GN=DD761_07525 PE=3 SV=1","K5",1,2055778
"12981",2767,"tr|A0A533NC38|A0A533NC38_9CYAN","Peroxiredoxin OS=Hormoscilla sp. GUM007 OX=2480854 GN=EBE85_26790 PE=3 SV=1","B1",0,2480854
"12982",2767,"tr|A0A533NC38|A0A533NC38_9CYAN","Peroxiredoxin OS=Hormoscilla sp. GUM007 OX=2480854 GN=EBE85_26790 PE=3 SV=1","B2",0,2480854
"12983",2767,"tr|A0A533NC38|A0A533NC38_9CYAN","Peroxiredoxin OS=Hormoscilla sp. GUM007 OX=2480854 GN=EBE85_26790 PE=3 SV=1","B3",0,2480854
"12984",2767,"tr|A0A533NC38|A0A533NC38_9CYAN","Peroxiredoxin OS=Hormoscilla sp. GUM007 OX=2480854 GN=EBE85_26790 PE=3 SV=1","B4",0,2480854
"12985",2767,"tr|A0A533NC38|A0A533NC38_9CYAN","Peroxiredoxin OS=Hormoscilla sp. GUM007 OX=2480854 GN=EBE85_26790 PE=3 SV=1","B5",0,2480854
"12986",2767,"tr|A0A533NC38|A0A533NC38_9CYAN","Peroxiredoxin OS=Hormoscilla sp. GUM007 OX=2480854 GN=EBE85_26790 PE=3 SV=1","B6",0,2480854
"12987",2767,"tr|A0A533NC38|A0A533NC38_9CYAN","Peroxiredoxin OS=Hormoscilla sp. GUM007 OX=2480854 GN=EBE85_26790 PE=3 SV=1","K1",0,2480854
"12988",2767,"tr|A0A533NC38|A0A533NC38_9CYAN","Peroxiredoxin OS=Hormoscilla sp. GUM007 OX=2480854 GN=EBE85_26790 PE=3 SV=1","K2",0,2480854
"12989",2767,"tr|A0A533NC38|A0A533NC38_9CYAN","Peroxiredoxin OS=Hormoscilla sp. GUM007 OX=2480854 GN=EBE85_26790 PE=3 SV=1","K3",0,2480854
"12990",2767,"tr|A0A533NC38|A0A533NC38_9CYAN","Peroxiredoxin OS=Hormoscilla sp. GUM007 OX=2480854 GN=EBE85_26790 PE=3 SV=1","K4",7,2480854
"12991",2767,"tr|A0A533NC38|A0A533NC38_9CYAN","Peroxiredoxin OS=Hormoscilla sp. GUM007 OX=2480854 GN=EBE85_26790 PE=3 SV=1","K5",0,2480854
"12992",2767,"tr|A0A533NSP9|A0A533NSP9_9CYAN","Peroxiredoxin OS=Hormoscilla sp. GUM202 OX=2480853 GN=EBE86_29230 PE=3 SV=1","B1",0,2480853
"12993",2767,"tr|A0A533NSP9|A0A533NSP9_9CYAN","Peroxiredoxin OS=Hormoscilla sp. GUM202 OX=2480853 GN=EBE86_29230 PE=3 SV=1","B2",0,2480853
"12994",2767,"tr|A0A533NSP9|A0A533NSP9_9CYAN","Peroxiredoxin OS=Hormoscilla sp. GUM202 OX=2480853 GN=EBE86_29230 PE=3 SV=1","B3",0,2480853
"12995",2767,"tr|A0A533NSP9|A0A533NSP9_9CYAN","Peroxiredoxin OS=Hormoscilla sp. GUM202 OX=2480853 GN=EBE86_29230 PE=3 SV=1","B4",0,2480853
"12996",2767,"tr|A0A533NSP9|A0A533NSP9_9CYAN","Peroxiredoxin OS=Hormoscilla sp. GUM202 OX=2480853 GN=EBE86_29230 PE=3 SV=1","B5",0,2480853
"12997",2767,"tr|A0A533NSP9|A0A533NSP9_9CYAN","Peroxiredoxin OS=Hormoscilla sp. GUM202 OX=2480853 GN=EBE86_29230 PE=3 SV=1","B6",0,2480853
"12998",2767,"tr|A0A533NSP9|A0A533NSP9_9CYAN","Peroxiredoxin OS=Hormoscilla sp. GUM202 OX=2480853 GN=EBE86_29230 PE=3 SV=1","K1",0,2480853
"12999",2767,"tr|A0A533NSP9|A0A533NSP9_9CYAN","Peroxiredoxin OS=Hormoscilla sp. GUM202 OX=2480853 GN=EBE86_29230 PE=3 SV=1","K2",0,2480853
"13000",2767,"tr|A0A533NSP9|A0A533NSP9_9CYAN","Peroxiredoxin OS=Hormoscilla sp. GUM202 OX=2480853 GN=EBE86_29230 PE=3 SV=1","K3",0,2480853
"13001",2767,"tr|A0A533NSP9|A0A533NSP9_9CYAN","Peroxiredoxin OS=Hormoscilla sp. GUM202 OX=2480853 GN=EBE86_29230 PE=3 SV=1","K4",7,2480853
"13002",2767,"tr|A0A533NSP9|A0A533NSP9_9CYAN","Peroxiredoxin OS=Hormoscilla sp. GUM202 OX=2480853 GN=EBE86_29230 PE=3 SV=1","K5",0,2480853
"13003",2947,"tr|A0A4Q3GG55|A0A4Q3GG55_9RHIZ","Extracellular solute-binding protein OS=Rhizobiales bacterium OX=1909294 GN=EOP24_16540 PE=3 SV=1","B1",0,1909294
"13004",2947,"tr|A0A4Q3GG55|A0A4Q3GG55_9RHIZ","Extracellular solute-binding protein OS=Rhizobiales bacterium OX=1909294 GN=EOP24_16540 PE=3 SV=1","B2",0,1909294
"13005",2947,"tr|A0A4Q3GG55|A0A4Q3GG55_9RHIZ","Extracellular solute-binding protein OS=Rhizobiales bacterium OX=1909294 GN=EOP24_16540 PE=3 SV=1","B3",0,1909294
"13006",2947,"tr|A0A4Q3GG55|A0A4Q3GG55_9RHIZ","Extracellular solute-binding protein OS=Rhizobiales bacterium OX=1909294 GN=EOP24_16540 PE=3 SV=1","B4",0,1909294
"13007",2947,"tr|A0A4Q3GG55|A0A4Q3GG55_9RHIZ","Extracellular solute-binding protein OS=Rhizobiales bacterium OX=1909294 GN=EOP24_16540 PE=3 SV=1","B5",0,1909294
"13008",2947,"tr|A0A4Q3GG55|A0A4Q3GG55_9RHIZ","Extracellular solute-binding protein OS=Rhizobiales bacterium OX=1909294 GN=EOP24_16540 PE=3 SV=1","B6",0,1909294
"13009",2947,"tr|A0A4Q3GG55|A0A4Q3GG55_9RHIZ","Extracellular solute-binding protein OS=Rhizobiales bacterium OX=1909294 GN=EOP24_16540 PE=3 SV=1","K1",0,1909294
"13010",2947,"tr|A0A4Q3GG55|A0A4Q3GG55_9RHIZ","Extracellular solute-binding protein OS=Rhizobiales bacterium OX=1909294 GN=EOP24_16540 PE=3 SV=1","K2",0,1909294
"13011",2947,"tr|A0A4Q3GG55|A0A4Q3GG55_9RHIZ","Extracellular solute-binding protein OS=Rhizobiales bacterium OX=1909294 GN=EOP24_16540 PE=3 SV=1","K3",0,1909294
"13012",2947,"tr|A0A4Q3GG55|A0A4Q3GG55_9RHIZ","Extracellular solute-binding protein OS=Rhizobiales bacterium OX=1909294 GN=EOP24_16540 PE=3 SV=1","K4",5,1909294
"13013",2947,"tr|A0A4Q3GG55|A0A4Q3GG55_9RHIZ","Extracellular solute-binding protein OS=Rhizobiales bacterium OX=1909294 GN=EOP24_16540 PE=3 SV=1","K5",0,1909294
"13014",2947,"tr|A0A017HP57|A0A017HP57_9RHOB","Various polyols ABC transporter  periplasmic substrate-binding protein OS=Rubellimicrobium mesophilum DSM 19309 OX=442562 GN=Rumeso_02107 PE=3 SV=1","B1",0,442562
"13015",2947,"tr|A0A017HP57|A0A017HP57_9RHOB","Various polyols ABC transporter  periplasmic substrate-binding protein OS=Rubellimicrobium mesophilum DSM 19309 OX=442562 GN=Rumeso_02107 PE=3 SV=1","B2",0,442562
"13016",2947,"tr|A0A017HP57|A0A017HP57_9RHOB","Various polyols ABC transporter  periplasmic substrate-binding protein OS=Rubellimicrobium mesophilum DSM 19309 OX=442562 GN=Rumeso_02107 PE=3 SV=1","B3",0,442562
"13017",2947,"tr|A0A017HP57|A0A017HP57_9RHOB","Various polyols ABC transporter  periplasmic substrate-binding protein OS=Rubellimicrobium mesophilum DSM 19309 OX=442562 GN=Rumeso_02107 PE=3 SV=1","B4",0,442562
"13018",2947,"tr|A0A017HP57|A0A017HP57_9RHOB","Various polyols ABC transporter  periplasmic substrate-binding protein OS=Rubellimicrobium mesophilum DSM 19309 OX=442562 GN=Rumeso_02107 PE=3 SV=1","B5",0,442562
"13019",2947,"tr|A0A017HP57|A0A017HP57_9RHOB","Various polyols ABC transporter  periplasmic substrate-binding protein OS=Rubellimicrobium mesophilum DSM 19309 OX=442562 GN=Rumeso_02107 PE=3 SV=1","B6",0,442562
"13020",2947,"tr|A0A017HP57|A0A017HP57_9RHOB","Various polyols ABC transporter  periplasmic substrate-binding protein OS=Rubellimicrobium mesophilum DSM 19309 OX=442562 GN=Rumeso_02107 PE=3 SV=1","K1",0,442562
"13021",2947,"tr|A0A017HP57|A0A017HP57_9RHOB","Various polyols ABC transporter  periplasmic substrate-binding protein OS=Rubellimicrobium mesophilum DSM 19309 OX=442562 GN=Rumeso_02107 PE=3 SV=1","K2",0,442562
"13022",2947,"tr|A0A017HP57|A0A017HP57_9RHOB","Various polyols ABC transporter  periplasmic substrate-binding protein OS=Rubellimicrobium mesophilum DSM 19309 OX=442562 GN=Rumeso_02107 PE=3 SV=1","K3",0,442562
"13023",2947,"tr|A0A017HP57|A0A017HP57_9RHOB","Various polyols ABC transporter  periplasmic substrate-binding protein OS=Rubellimicrobium mesophilum DSM 19309 OX=442562 GN=Rumeso_02107 PE=3 SV=1","K4",5,442562
"13024",2947,"tr|A0A017HP57|A0A017HP57_9RHOB","Various polyols ABC transporter  periplasmic substrate-binding protein OS=Rubellimicrobium mesophilum DSM 19309 OX=442562 GN=Rumeso_02107 PE=3 SV=1","K5",0,442562
"13025",2947,"tr|A0A0Q7E6X1|A0A0Q7E6X1_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Devosia sp. Root413D1 OX=1736531 GN=ASC89_09905 PE=3 SV=1","B1",0,1736531
"13026",2947,"tr|A0A0Q7E6X1|A0A0Q7E6X1_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Devosia sp. Root413D1 OX=1736531 GN=ASC89_09905 PE=3 SV=1","B2",0,1736531
"13027",2947,"tr|A0A0Q7E6X1|A0A0Q7E6X1_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Devosia sp. Root413D1 OX=1736531 GN=ASC89_09905 PE=3 SV=1","B3",0,1736531
"13028",2947,"tr|A0A0Q7E6X1|A0A0Q7E6X1_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Devosia sp. Root413D1 OX=1736531 GN=ASC89_09905 PE=3 SV=1","B4",0,1736531
"13029",2947,"tr|A0A0Q7E6X1|A0A0Q7E6X1_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Devosia sp. Root413D1 OX=1736531 GN=ASC89_09905 PE=3 SV=1","B5",0,1736531
"13030",2947,"tr|A0A0Q7E6X1|A0A0Q7E6X1_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Devosia sp. Root413D1 OX=1736531 GN=ASC89_09905 PE=3 SV=1","B6",0,1736531
"13031",2947,"tr|A0A0Q7E6X1|A0A0Q7E6X1_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Devosia sp. Root413D1 OX=1736531 GN=ASC89_09905 PE=3 SV=1","K1",0,1736531
"13032",2947,"tr|A0A0Q7E6X1|A0A0Q7E6X1_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Devosia sp. Root413D1 OX=1736531 GN=ASC89_09905 PE=3 SV=1","K2",0,1736531
"13033",2947,"tr|A0A0Q7E6X1|A0A0Q7E6X1_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Devosia sp. Root413D1 OX=1736531 GN=ASC89_09905 PE=3 SV=1","K3",0,1736531
"13034",2947,"tr|A0A0Q7E6X1|A0A0Q7E6X1_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Devosia sp. Root413D1 OX=1736531 GN=ASC89_09905 PE=3 SV=1","K4",5,1736531
"13035",2947,"tr|A0A0Q7E6X1|A0A0Q7E6X1_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Devosia sp. Root413D1 OX=1736531 GN=ASC89_09905 PE=3 SV=1","K5",0,1736531
"13036",2947,"tr|A0A0Q6P7F5|A0A0Q6P7F5_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Devosia sp. Root105 OX=1736423 GN=ASC68_09680 PE=3 SV=1","B1",0,1736423
"13037",2947,"tr|A0A0Q6P7F5|A0A0Q6P7F5_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Devosia sp. Root105 OX=1736423 GN=ASC68_09680 PE=3 SV=1","B2",0,1736423
"13038",2947,"tr|A0A0Q6P7F5|A0A0Q6P7F5_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Devosia sp. Root105 OX=1736423 GN=ASC68_09680 PE=3 SV=1","B3",0,1736423
"13039",2947,"tr|A0A0Q6P7F5|A0A0Q6P7F5_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Devosia sp. Root105 OX=1736423 GN=ASC68_09680 PE=3 SV=1","B4",0,1736423
"13040",2947,"tr|A0A0Q6P7F5|A0A0Q6P7F5_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Devosia sp. Root105 OX=1736423 GN=ASC68_09680 PE=3 SV=1","B5",0,1736423
"13041",2947,"tr|A0A0Q6P7F5|A0A0Q6P7F5_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Devosia sp. Root105 OX=1736423 GN=ASC68_09680 PE=3 SV=1","B6",0,1736423
"13042",2947,"tr|A0A0Q6P7F5|A0A0Q6P7F5_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Devosia sp. Root105 OX=1736423 GN=ASC68_09680 PE=3 SV=1","K1",0,1736423
"13043",2947,"tr|A0A0Q6P7F5|A0A0Q6P7F5_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Devosia sp. Root105 OX=1736423 GN=ASC68_09680 PE=3 SV=1","K2",0,1736423
"13044",2947,"tr|A0A0Q6P7F5|A0A0Q6P7F5_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Devosia sp. Root105 OX=1736423 GN=ASC68_09680 PE=3 SV=1","K3",0,1736423
"13045",2947,"tr|A0A0Q6P7F5|A0A0Q6P7F5_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Devosia sp. Root105 OX=1736423 GN=ASC68_09680 PE=3 SV=1","K4",5,1736423
"13046",2947,"tr|A0A0Q6P7F5|A0A0Q6P7F5_9RHIZ","Sugar ABC transporter substrate-binding protein OS=Devosia sp. Root105 OX=1736423 GN=ASC68_09680 PE=3 SV=1","K5",0,1736423
"13047",2947,"tr|A0A6G4WJ53|A0A6G4WJ53_9RHIZ","Extracellular solute-binding protein OS=Mesorhizobium camelthorni OX=475069 GN=G6N73_23905 PE=3 SV=1","B1",0,475069
"13048",2947,"tr|A0A6G4WJ53|A0A6G4WJ53_9RHIZ","Extracellular solute-binding protein OS=Mesorhizobium camelthorni OX=475069 GN=G6N73_23905 PE=3 SV=1","B2",0,475069
"13049",2947,"tr|A0A6G4WJ53|A0A6G4WJ53_9RHIZ","Extracellular solute-binding protein OS=Mesorhizobium camelthorni OX=475069 GN=G6N73_23905 PE=3 SV=1","B3",0,475069
"13050",2947,"tr|A0A6G4WJ53|A0A6G4WJ53_9RHIZ","Extracellular solute-binding protein OS=Mesorhizobium camelthorni OX=475069 GN=G6N73_23905 PE=3 SV=1","B4",0,475069
"13051",2947,"tr|A0A6G4WJ53|A0A6G4WJ53_9RHIZ","Extracellular solute-binding protein OS=Mesorhizobium camelthorni OX=475069 GN=G6N73_23905 PE=3 SV=1","B5",0,475069
"13052",2947,"tr|A0A6G4WJ53|A0A6G4WJ53_9RHIZ","Extracellular solute-binding protein OS=Mesorhizobium camelthorni OX=475069 GN=G6N73_23905 PE=3 SV=1","B6",0,475069
"13053",2947,"tr|A0A6G4WJ53|A0A6G4WJ53_9RHIZ","Extracellular solute-binding protein OS=Mesorhizobium camelthorni OX=475069 GN=G6N73_23905 PE=3 SV=1","K1",0,475069
"13054",2947,"tr|A0A6G4WJ53|A0A6G4WJ53_9RHIZ","Extracellular solute-binding protein OS=Mesorhizobium camelthorni OX=475069 GN=G6N73_23905 PE=3 SV=1","K2",0,475069
"13055",2947,"tr|A0A6G4WJ53|A0A6G4WJ53_9RHIZ","Extracellular solute-binding protein OS=Mesorhizobium camelthorni OX=475069 GN=G6N73_23905 PE=3 SV=1","K3",0,475069
"13056",2947,"tr|A0A6G4WJ53|A0A6G4WJ53_9RHIZ","Extracellular solute-binding protein OS=Mesorhizobium camelthorni OX=475069 GN=G6N73_23905 PE=3 SV=1","K4",5,475069
"13057",2947,"tr|A0A6G4WJ53|A0A6G4WJ53_9RHIZ","Extracellular solute-binding protein OS=Mesorhizobium camelthorni OX=475069 GN=G6N73_23905 PE=3 SV=1","K5",0,475069
"13058",2947,"tr|A0A1G3GQX0|A0A1G3GQX0_9RHOB","Sugar ABC transporter substrate-binding protein OS=Rhodobacterales bacterium RIFCSPHIGHO2_02_FULL_62_130 OX=1802014 GN=A3D16_16660 PE=3 SV=1","B1",0,1802014
"13059",2947,"tr|A0A1G3GQX0|A0A1G3GQX0_9RHOB","Sugar ABC transporter substrate-binding protein OS=Rhodobacterales bacterium RIFCSPHIGHO2_02_FULL_62_130 OX=1802014 GN=A3D16_16660 PE=3 SV=1","B2",0,1802014
"13060",2947,"tr|A0A1G3GQX0|A0A1G3GQX0_9RHOB","Sugar ABC transporter substrate-binding protein OS=Rhodobacterales bacterium RIFCSPHIGHO2_02_FULL_62_130 OX=1802014 GN=A3D16_16660 PE=3 SV=1","B3",0,1802014
"13061",2947,"tr|A0A1G3GQX0|A0A1G3GQX0_9RHOB","Sugar ABC transporter substrate-binding protein OS=Rhodobacterales bacterium RIFCSPHIGHO2_02_FULL_62_130 OX=1802014 GN=A3D16_16660 PE=3 SV=1","B4",0,1802014
"13062",2947,"tr|A0A1G3GQX0|A0A1G3GQX0_9RHOB","Sugar ABC transporter substrate-binding protein OS=Rhodobacterales bacterium RIFCSPHIGHO2_02_FULL_62_130 OX=1802014 GN=A3D16_16660 PE=3 SV=1","B5",0,1802014
"13063",2947,"tr|A0A1G3GQX0|A0A1G3GQX0_9RHOB","Sugar ABC transporter substrate-binding protein OS=Rhodobacterales bacterium RIFCSPHIGHO2_02_FULL_62_130 OX=1802014 GN=A3D16_16660 PE=3 SV=1","B6",0,1802014
"13064",2947,"tr|A0A1G3GQX0|A0A1G3GQX0_9RHOB","Sugar ABC transporter substrate-binding protein OS=Rhodobacterales bacterium RIFCSPHIGHO2_02_FULL_62_130 OX=1802014 GN=A3D16_16660 PE=3 SV=1","K1",0,1802014
"13065",2947,"tr|A0A1G3GQX0|A0A1G3GQX0_9RHOB","Sugar ABC transporter substrate-binding protein OS=Rhodobacterales bacterium RIFCSPHIGHO2_02_FULL_62_130 OX=1802014 GN=A3D16_16660 PE=3 SV=1","K2",0,1802014
"13066",2947,"tr|A0A1G3GQX0|A0A1G3GQX0_9RHOB","Sugar ABC transporter substrate-binding protein OS=Rhodobacterales bacterium RIFCSPHIGHO2_02_FULL_62_130 OX=1802014 GN=A3D16_16660 PE=3 SV=1","K3",0,1802014
"13067",2947,"tr|A0A1G3GQX0|A0A1G3GQX0_9RHOB","Sugar ABC transporter substrate-binding protein OS=Rhodobacterales bacterium RIFCSPHIGHO2_02_FULL_62_130 OX=1802014 GN=A3D16_16660 PE=3 SV=1","K4",5,1802014
"13068",2947,"tr|A0A1G3GQX0|A0A1G3GQX0_9RHOB","Sugar ABC transporter substrate-binding protein OS=Rhodobacterales bacterium RIFCSPHIGHO2_02_FULL_62_130 OX=1802014 GN=A3D16_16660 PE=3 SV=1","K5",0,1802014
"13069",2947,"tr|A0A258EMB1|A0A258EMB1_9RHOB","Sugar ABC transporter substrate-binding protein OS=Rhodobacterales bacterium 32-66-9 OX=1970559 GN=B7Z04_04355 PE=3 SV=1","B1",0,1970559
"13070",2947,"tr|A0A258EMB1|A0A258EMB1_9RHOB","Sugar ABC transporter substrate-binding protein OS=Rhodobacterales bacterium 32-66-9 OX=1970559 GN=B7Z04_04355 PE=3 SV=1","B2",0,1970559
"13071",2947,"tr|A0A258EMB1|A0A258EMB1_9RHOB","Sugar ABC transporter substrate-binding protein OS=Rhodobacterales bacterium 32-66-9 OX=1970559 GN=B7Z04_04355 PE=3 SV=1","B3",0,1970559
"13072",2947,"tr|A0A258EMB1|A0A258EMB1_9RHOB","Sugar ABC transporter substrate-binding protein OS=Rhodobacterales bacterium 32-66-9 OX=1970559 GN=B7Z04_04355 PE=3 SV=1","B4",0,1970559
"13073",2947,"tr|A0A258EMB1|A0A258EMB1_9RHOB","Sugar ABC transporter substrate-binding protein OS=Rhodobacterales bacterium 32-66-9 OX=1970559 GN=B7Z04_04355 PE=3 SV=1","B5",0,1970559
"13074",2947,"tr|A0A258EMB1|A0A258EMB1_9RHOB","Sugar ABC transporter substrate-binding protein OS=Rhodobacterales bacterium 32-66-9 OX=1970559 GN=B7Z04_04355 PE=3 SV=1","B6",0,1970559
"13075",2947,"tr|A0A258EMB1|A0A258EMB1_9RHOB","Sugar ABC transporter substrate-binding protein OS=Rhodobacterales bacterium 32-66-9 OX=1970559 GN=B7Z04_04355 PE=3 SV=1","K1",0,1970559
"13076",2947,"tr|A0A258EMB1|A0A258EMB1_9RHOB","Sugar ABC transporter substrate-binding protein OS=Rhodobacterales bacterium 32-66-9 OX=1970559 GN=B7Z04_04355 PE=3 SV=1","K2",0,1970559
"13077",2947,"tr|A0A258EMB1|A0A258EMB1_9RHOB","Sugar ABC transporter substrate-binding protein OS=Rhodobacterales bacterium 32-66-9 OX=1970559 GN=B7Z04_04355 PE=3 SV=1","K3",0,1970559
"13078",2947,"tr|A0A258EMB1|A0A258EMB1_9RHOB","Sugar ABC transporter substrate-binding protein OS=Rhodobacterales bacterium 32-66-9 OX=1970559 GN=B7Z04_04355 PE=3 SV=1","K4",5,1970559
"13079",2947,"tr|A0A258EMB1|A0A258EMB1_9RHOB","Sugar ABC transporter substrate-binding protein OS=Rhodobacterales bacterium 32-66-9 OX=1970559 GN=B7Z04_04355 PE=3 SV=1","K5",0,1970559
"13080",2947,"tr|A0A177H8B7|A0A177H8B7_9RHOB","Uncharacterized protein OS=Rhodobacteraceae bacterium SB2 OX=1689867 GN=pfor_27c2826 PE=3 SV=1","B1",0,1689867
"13081",2947,"tr|A0A177H8B7|A0A177H8B7_9RHOB","Uncharacterized protein OS=Rhodobacteraceae bacterium SB2 OX=1689867 GN=pfor_27c2826 PE=3 SV=1","B2",0,1689867
"13082",2947,"tr|A0A177H8B7|A0A177H8B7_9RHOB","Uncharacterized protein OS=Rhodobacteraceae bacterium SB2 OX=1689867 GN=pfor_27c2826 PE=3 SV=1","B3",0,1689867
"13083",2947,"tr|A0A177H8B7|A0A177H8B7_9RHOB","Uncharacterized protein OS=Rhodobacteraceae bacterium SB2 OX=1689867 GN=pfor_27c2826 PE=3 SV=1","B4",0,1689867
"13084",2947,"tr|A0A177H8B7|A0A177H8B7_9RHOB","Uncharacterized protein OS=Rhodobacteraceae bacterium SB2 OX=1689867 GN=pfor_27c2826 PE=3 SV=1","B5",0,1689867
"13085",2947,"tr|A0A177H8B7|A0A177H8B7_9RHOB","Uncharacterized protein OS=Rhodobacteraceae bacterium SB2 OX=1689867 GN=pfor_27c2826 PE=3 SV=1","B6",0,1689867
"13086",2947,"tr|A0A177H8B7|A0A177H8B7_9RHOB","Uncharacterized protein OS=Rhodobacteraceae bacterium SB2 OX=1689867 GN=pfor_27c2826 PE=3 SV=1","K1",0,1689867
"13087",2947,"tr|A0A177H8B7|A0A177H8B7_9RHOB","Uncharacterized protein OS=Rhodobacteraceae bacterium SB2 OX=1689867 GN=pfor_27c2826 PE=3 SV=1","K2",0,1689867
